Index,Match
17524,69
17525,69
17526,69
17527,69
17528,69
17529,69
18253,72
18254,72
18255,72
18256,72
18257,72
18258,72
18259,72
18267,72
18268,72
18269,72
18270,72
18271,72
18272,72
18644,74
18645,74
18646,74
18647,74
18648,74
18649,74
18668,74
18669,74
18670,74
18671,74
18672,74
18673,74
18686,74
18687,74
18688,74
18689,74
18690,74
18691,74
18735,74
18736,74
18737,74
18738,74
18739,74
18740,74
18741,74
18742,74
18743,74
19546,77
19547,77
19548,77
19549,77
19550,77
19551,77
19558,77
19559,77
19560,77
19561,77
19562,77
19563,77
19564,77
19607,77
19608,77
19609,77
19610,77
19611,77
19612,77
19613,77
21492,85
21493,85
21494,85
21495,85
21496,85
21497,85
21510,85
21511,85
21512,85
21513,85
21514,85
21515,85
21571,85
21572,85
21573,85
21574,85
21575,85
21576,85
21577,85
21590,85
21591,85
21592,85
21593,85
21594,85
21595,85
21596,85
22298,88
22299,88
22300,88
22301,88
22302,88
22303,88
22360,88
22361,88
22362,88
22363,88
22364,88
22365,88
22378,88
22379,88
22380,88
22381,88
22382,88
22383,88
22384,88
23293,92
23294,92
23295,92
23296,92
23297,92
23298,92
23330,92
23331,92
23332,92
23333,92
23334,92
23335,92
23372,92
23373,92
23374,92
23375,92
23376,92
23377,92
23378,92
27378,108
27379,108
27380,108
27381,108
27382,108
27383,108
27390,108
27391,108
27392,108
27393,108
27394,108
27395,108
27451,108
27452,108
27453,108
27454,108
27455,108
27456,108
27463,108
27464,108
27465,108
27466,108
27467,108
27468,108
30019,118
30020,118
30021,118
30022,118
30023,118
30024,118
30025,118
30033,118
30034,118
30035,118
30036,118
30037,118
30038,118
30045,118
30046,118
30047,118
30048,118
30049,118
30050,118
30130,118
30131,118
30132,118
30133,118
30134,118
30135,118
48539,189
48540,189
48541,189
48542,189
48543,189
48544,189
48551,189
48552,189
48553,189
48554,189
48555,189
48556,189
48564,189
48565,189
48566,189
48567,189
48568,189
48569,189
49320,192
49321,192
49322,192
49323,192
49324,192
49325,192
49332,192
49333,192
49334,192
49335,192
49336,192
49337,192
49344,192
49345,192
49346,192
49347,192
49348,192
49349,192
49356,192
49357,192
49358,192
49359,192
49360,192
49361,192
50236,196
50237,196
50238,196
50239,196
50240,196
50241,196
50248,196
50249,196
50250,196
50251,196
50252,196
50253,196
50339,196
50340,196
50341,196
50342,196
50343,196
50344,196
50345,196
50346,196
50353,196
50354,196
50355,196
50356,196
50357,196
50358,196
50359,196
51406,200
51407,200
51408,200
51409,200
51410,200
51411,200
51430,200
51431,200
51432,200
51433,200
51434,200
51435,200
51436,200
51510,200
51511,200
51512,200
51513,200
51514,200
51515,200
52070,203
52071,203
52072,203
52073,203
52074,203
52075,203
52106,203
52107,203
52108,203
52109,203
52110,203
52111,203
52156,203
52157,203
52158,203
52159,203
52160,203
52161,203
55166,214
55167,214
55168,214
55169,214
55170,214
55171,214
55178,214
55179,214
55180,214
55181,214
55182,214
55183,214
55190,214
55191,214
55192,214
55193,214
55194,214
55195,214
56161,218
56162,218
56163,218
56164,218
56165,218
56166,218
56167,218
56174,218
56175,218
56176,218
56177,218
56178,218
56179,218
56246,218
56247,218
56248,218
56249,218
56250,218
56251,218
56264,218
56265,218
56266,218
56267,218
56268,218
56269,218
59974,233
59975,233
59976,233
59977,233
59978,233
59979,233
60060,233
60061,233
60062,233
60063,233
60064,233
60065,233
60066,233
