Index,Match
131417,511
131418,511
131419,511
131420,511
131421,511
131422,511
131462,511
131463,511
131464,511
131465,511
131466,511
131467,511
134074,521
134075,521
134076,521
134077,521
134078,521
134079,521
134086,521
134087,521
134088,521
134089,521
134090,521
134091,521
134098,521
134099,521
134100,521
134101,521
134102,521
134103,521
134112,521
134113,521
134114,521
134115,521
134116,521
134117,521
135403,526
135404,526
135405,526
135406,526
135407,526
135408,526
135439,526
135440,526
135441,526
135442,526
135443,526
135444,526
135452,526
135453,526
135928,528
135929,528
135930,528
135931,528
135932,528
135933,528
135964,528
135965,528
135966,528
135967,528
135968,528
135969,528
135970,528
135978,528
135979,528
135980,528
135981,528
135982,528
135983,528
136852,532
136853,532
136854,532
136855,532
136856,532
136857,532
136858,532
136890,532
136891,532
136892,532
136893,532
136894,532
136895,532
138017,536
138018,536
138019,536
138020,536
138021,536
138022,536
138029,536
138030,536
138031,536
138032,536
138033,536
138034,536
138035,536
138055,536
138056,536
138057,536
138058,536
138059,536
138060,536
138081,536
138082,536
138083,536
138084,536
138085,536
138086,536
138665,539
138666,539
138667,539
138668,539
138669,539
138670,539
138671,539
138702,539
138703,539
138704,539
138705,539
138706,539
138707,539
138714,539
138715,539
138716,539
138717,539
138718,539
138719,539
138738,539
138739,539
138740,539
138741,539
138742,539
138743,539
142325,553
142326,553
142327,553
142328,553
142329,553
142330,553
142370,553
142371,553
142372,553
142373,553
142374,553
142375,553
143240,556
143241,556
143242,556
143243,556
143244,556
143245,556
143252,556
143253,556
143254,556
143255,556
143256,556
143257,556
143271,556
143272,556
143273,556
143274,556
143275,556
143276,556
143295,556
143296,556
143297,556
143298,556
143299,556
143300,556
143301,556
145362,564
145363,564
145364,564
145365,564
145366,564
145367,564
145386,564
145387,564
145388,564
145389,564
145390,564
145391,564
146261,568
146262,568
146263,568
146264,568
146265,568
146266,568
148625,577
148626,577
148627,577
148628,577
148629,577
148630,577
148637,577
148638,577
148639,577
148640,577
148641,577
148642,577
153244,594
153245,594
153246,594
153247,594
153248,594
157857,612
157858,612
157859,612
157860,612
157861,612
157862,612
181811,705
181812,705
181813,705
181814,705
181815,705
181816,705
182991,709
182992,709
182993,709
182994,709
182995,709
182996,709
183360,711
183361,711
183362,711
183363,711
183364,711
183365,711
183366,711
183398,711
183399,711
183400,711
183401,711
183402,711
183403,711
188425,731
188426,731
188427,731
188428,731
188429,731
188430,731
188437,731
188438,731
188439,731
188440,731
188441,731
188442,731
195447,760
195448,760
195449,760
195450,760
195451,760
195470,760
195471,760
195472,760
195473,760
195474,760
195475,760
196601,764
196602,764
196603,764
196604,764
196605,764
196606,764
196613,764
196614,764
196615,764
196616,764
196617,764
196618,764
