Index,Match
1640,7
1641,7
1644,7
1646,7
1647,7
1649,7
1650,7
1653,7
1654,7
1655,7
1656,7
1658,7
1660,7
1662,7
1665,7
3463,14
3464,14
3465,14
4641,18
4643,18
4644,18
4646,18
4648,18
4650,18
4652,18
4653,18
4658,18
5857,23
6851,27
6853,27
6855,27
6856,27
6857,27
6858,27
6874,27
6875,27
6878,27
6879,27
6882,27
6887,27
6888,27
6890,27
6891,27
6895,27
6896,27
6899,27
6902,27
10124,40
10126,40
10128,40
10130,40
10135,40
10136,40
10139,40
10141,40
10142,40
10143,40
10145,40
10146,40
10147,40
10148,40
10151,40
10155,40
14610,58
14611,58
14613,58
14618,58
14624,58
14626,58
14627,58
14628,58
14630,58
14634,58
14635,58
14636,58
14638,58
14639,58
14640,58
14642,58
14643,58
14646,58
14648,58
14650,58
14652,58
14658,58
14659,58
14663,58
14669,58
14670,58
15084,60
15085,60
15086,60
15087,60
15088,60
15089,60
15091,60
15092,60
15093,60
15094,60
15095,60
15098,60
15101,60
15102,60
15108,60
15109,60
15110,60
15111,60
15113,60
15117,60
15119,60
15124,60
15126,60
15127,60
15128,60
15129,60
15131,60
15133,60
15134,60
16562,66
16563,66
16564,66
16565,66
16566,66
16568,66
16573,66
16581,66
16582,66
16583,66
16593,66
16594,66
16595,66
16596,66
16599,66
16600,66
16601,66
16603,66
16605,66
16609,66
16618,66
16619,66
16621,66
16622,66
16623,66
16626,66
16628,66
16636,66
16637,66
16638,66
16639,66
17047,68
17048,68
17049,68
17050,68
17053,68
17054,68
17057,68
17060,68
17061,68
17062,68
17063,68
17066,68
17067,68
17068,68
17073,68
17074,68
17075,68
17076,68
17077,68
17078,68
17085,68
17088,68
17091,68
17093,68
17099,68
17102,68
17104,68
17105,68
17107,68
17108,68
17110,68
17111,68
18349,73
20155,80
20156,80
20157,80
20161,80
20162,80
20164,80
20165,80
20166,80
20167,80
20168,80
20173,80
20176,80
20177,80
20178,80
20182,80
20183,80
20185,80
20186,80
20189,80
20192,80
20193,80
20195,80
20196,80
20198,80
20199,80
20200,80
20201,80
20207,80
20208,80
20212,80
20213,80
20216,80
20217,80
20218,80
20219,80
20220,80
20222,80
20223,80
20225,80
20226,80
20230,80
20231,80
20233,80
20240,80
20242,80
20245,80
20246,80
20247,80
20248,80
20249,80
20810,82
20811,82
20812,82
20813,82
20817,82
20818,82
20820,82
20821,82
20822,82
20829,82
20830,82
20831,82
20832,82
20835,82
20841,82
20844,82
20845,82
20846,82
20848,82
20850,82
20851,82
20853,82
20854,82
20856,82
20857,82
20858,82
20865,82
20866,82
20867,82
20868,82
20869,82
20872,82
20873,82
20878,82
20886,82
20888,82
20892,82
20895,82
20899,82
21864,86
21865,86
21866,86
21867,86
21868,86
21869,86
21870,86
21878,86
21879,86
21880,86
21881,86
21882,86
21884,86
21885,86
21886,86
21887,86
21888,86
21889,86
21890,86
21893,86
21894,86
21895,86
21896,86
21897,86
21899,86
21900,86
21901,86
21902,86
21903,86
21905,86
21909,86
21914,86
21920,86
21922,86
21924,86
22926,90
22927,90
22928,90
22929,90
22930,90
22932,90
22933,90
22938,90
22946,90
23662,93
23664,93
23666,93
23669,93
23670,93
23671,93
23672,93
23673,93
23675,93
23677,93
23681,93
23682,93
23683,93
23684,93
23686,93
23687,93
23688,93
23689,93
23690,93
23692,93
23693,93
23699,93
23700,93
23701,93
23705,93
23706,93
23709,93
23711,93
23712,93
23713,93
23714,93
23718,93
23719,93
23720,93
23721,93
23723,93
23725,93
23726,93
23729,93
23730,93
23731,93
23732,93
24317,96
24323,96
24324,96
24325,96
24326,96
24327,96
24329,96
24330,96
24331,96
24332,96
24333,96
24334,96
24335,96
24336,96
24337,96
24341,96
24342,96
24344,96
24353,96
24354,96
24356,96
24357,96
24358,96
24360,96
24361,96
24365,96
24368,96
24371,96
24376,96
24377,96
24382,96
24385,96
24389,96
24391,96
24392,96
24396,96
24397,96
24398,96
24400,96
24404,96
25372,100
25373,100
25374,100
25375,100
25376,100
25377,100
25378,100
25381,100
25382,100
25383,100
25387,100
25388,100
25391,100
25392,100
25393,100
25396,100
25397,100
25398,100
25402,100
25403,100
25404,100
25407,100
25409,100
25410,100
25413,100
25414,100
25416,100
25417,100
25418,100
25419,100
25423,100
25425,100
26954,106
26955,106
26956,106
26957,106
26958,106
26961,106
26962,106
26963,106
26964,106
26972,106
26973,106
26974,106
26977,106
26978,106
26979,106
26980,106
26984,106
26985,106
26987,106
26991,106
26993,106
26995,106
26996,106
26997,106
27000,106
27001,106
27002,106
27003,106
27009,106
27013,106
27014,106
27020,106
27622,109
27625,109
27626,109
27627,109
27628,109
27631,109
27632,109
27636,109
27637,109
27638,109
27639,109
27640,109
27647,109
27654,109
27656,109
29079,114
29080,114
29081,114
29082,114
31187,122
31188,122
31189,122
31192,122
31194,122
31196,122
32153,126
32157,126
32158,126
32160,126
32162,126
32163,126
32165,126
32170,126
32173,126
32174,126
32175,126
32178,126
32183,126
32184,126
32189,126
32191,126
32192,126
32198,126
32199,126
32201,126
32202,126
32203,126
32204,126
32207,126
32208,126
32677,128
32678,128
32679,128
32680,128
32681,128
32682,128
34268,134
34269,134
34270,134
34271,134
34272,134
34273,134
34277,134
34278,134
34279,134
34280,134
34281,134
34282,134
34287,134
34288,134
34289,134
34291,134
34293,134
34295,134
34298,134
34299,134
34308,134
34314,134
34315,134
34316,134
34317,134
34319,134
34320,134
34327,134
34328,134
34331,134
34332,134
34335,134
34341,134
34345,134
34346,134
34349,134
34350,134
34354,134
34355,134
34356,134
34359,134
34360,134
34361,134
35338,138
35339,138
35340,138
35341,138
35342,138
35343,138
35344,138
35345,138
36724,143
36726,143
36727,143
36728,143
36729,143
