Index,Match
232,1
233,1
235,1
236,1
237,1
239,1
240,1
241,1
246,1
249,1
1113,5
1114,5
1116,5
1117,5
1119,5
1120,5
1121,5
1123,5
1126,5
1127,5
1128,5
1129,5
1131,5
1139,5
1140,5
1145,5
1146,5
1147,5
1152,5
1919,8
1920,8
1921,8
1922,8
1923,8
1924,8
1925,8
1926,8
1928,8
1929,8
1932,8
1933,8
1934,8
1938,8
1941,8
1942,8
1943,8
1947,8
1955,8
1956,8
2941,12
2946,12
2950,12
2951,12
4375,17
4376,17
4377,17
4383,17
4386,17
4387,17
4391,17
4393,17
6942,27
6943,27
6944,27
6945,27
6946,27
6952,27
6956,27
6957,27
6958,27
8432,33
8433,33
8434,33
8435,33
8436,33
8437,33
8438,33
19361,76
19363,76
19365,76
19369,76
19371,76
19372,76
19376,76
19378,76
25207,99
25208,99
25209,99
25211,99
25213,99
25214,99
25215,99
26089,102
26090,102
26093,102
26095,102
26096,102
26098,102
26099,102
26100,102
26101,102
26102,102
26103,102
26105,102
26107,102
26109,102
26110,102
26117,102
26118,102
27442,108
27443,108
27444,108
27445,108
29985,117
29986,117
29987,117
38917,151
38918,151
38919,151
38924,151
38925,151
38926,151
38928,151
38929,151
38930,151
38931,151
38932,151
39973,155
39975,155
39977,155
39978,155
40873,159
40874,159
40876,159
40877,159
40878,159
40880,159
40881,159
40883,159
40884,159
40885,159
40886,159
40888,159
40889,159
40890,159
41750,162
41751,162
41752,162
41753,162
41757,162
41758,162
41759,162
41760,162
41761,162
41763,162
41764,162
41765,162
44055,172
105766,410
105767,410
105770,410
105771,410
105772,410
112427,436
112428,436
112429,436
112432,436
112433,436
112434,436
112438,436
112440,436
112441,436
112443,436
112444,436
112449,436
112452,436
112459,436
112461,436
112464,436
112467,436
112468,436
112469,436
112470,436
112471,436
112474,436
112477,436
112478,436
117617,456
117618,456
117619,456
117621,456
117622,456
117623,456
117624,456
133314,518
133315,518
133316,518
133317,518
133324,518
133325,518
133326,518
133327,518
133328,518
133329,518
133332,518
133337,518
133339,518
133341,518
133342,518
133345,518
133346,518
133348,518
133352,518
137442,534
139175,541
139176,541
139180,541
139182,541
139183,541
139184,541
139185,541
139186,541
139187,541
139188,541
139192,541
139193,541
139197,541
139198,541
139199,541
139202,541
139203,541
139204,541
139205,541
139206,541
140284,545
140285,545
140287,545
140288,545
140293,545
142307,553
142308,553
142310,553
142313,553
142314,553
142315,553
142316,553
142322,553
143357,557
143358,557
143359,557
143360,557
143369,557
143370,557
143371,557
143372,557
143373,557
143374,557
143380,557
143381,557
143382,557
143384,557
143385,557
143390,557
143393,557
145494,565
145495,565
145496,565
145500,565
145501,565
145503,565
145504,565
145506,565
145508,565
145509,565
145510,565
145511,565
145512,565
145514,565
145515,565
145517,565
145518,565
145519,565
145520,565
145521,565
146510,569
146512,569
146513,569
146515,569
146516,569
146518,569
146519,569
146520,569
146521,569
146522,569
146523,569
147565,573
147566,573
147568,573
147570,573
147571,573
148987,578
148988,578
148989,578
148990,578
150236,583
150240,583
150243,583
150244,583
151207,587
151208,587
151209,587
151210,587
151211,587
151214,587
151217,587
151218,587
151219,587
151222,587
151223,587
151224,587
151225,587
151226,587
151227,587
151228,587
151229,587
151230,587
151232,587
151233,587
152022,590
152023,590
152024,590
152025,590
152026,590
152028,590
152030,590
152031,590
152032,590
152033,590
152036,590
152045,590
152047,590
152051,590
152052,590
152053,590
152054,590
152056,590
152057,590
152058,590
152060,590
152061,590
152065,590
153731,596
153735,596
153739,596
153742,596
153743,596
153748,596
153749,596
153750,596
153753,596
153755,596
154826,600
154827,600
154831,600
156538,607
156539,607
156541,607
156542,607
156543,607
157628,611
157629,611
157631,611
157632,611
157633,611
157635,611
157639,611
157640,611
157641,611
157643,611
157644,611
157646,611
157650,611
160464,622
