Index,Match
356,2
358,2
361,2
364,2
367,2
369,2
1756,7
1760,7
1761,7
1762,7
1765,7
1769,7
2524,10
2525,10
2526,10
2527,10
2528,10
2529,10
2530,10
2531,10
2532,10
2534,10
2535,10
2536,10
2537,10
2538,10
2539,10
2540,10
2541,10
2542,10
2543,10
2544,10
3002,12
3003,12
3004,12
3005,12
3006,12
3009,12
3010,12
3011,12
3013,12
3017,12
3018,12
3020,12
3023,12
3024,12
3026,12
3030,12
3035,12
3037,12
3039,12
3040,12
3042,12
3043,12
3045,12
3049,12
3053,12
3056,12
3057,12
3058,12
3062,12
3064,12
3065,12
3066,12
6044,24
6045,24
6049,24
6050,24
6051,24
6052,24
6053,24
6057,24
6058,24
6059,24
6060,24
6062,24
6063,24
6064,24
6065,24
6072,24
8734,34
8736,34
8738,34
8739,34
8742,34
8743,34
8745,34
8750,34
8751,34
8754,34
8755,34
8757,34
8758,34
8760,34
8761,34
8762,34
8765,34
8766,34
8768,34
8769,34
9449,37
9451,37
13511,53
14310,56
14311,56
14312,56
14315,56
14318,56
14320,56
14321,56
14325,56
14327,56
14328,56
14329,56
14332,56
14716,58
14717,58
14720,58
14721,58
14722,58
14723,58
14724,58
14727,58
14728,58
14732,58
14733,58
14734,58
14737,58
14738,58
14741,58
14743,58
14744,58
14745,58
14748,58
14749,58
14750,58
14751,58
14752,58
14753,58
14756,58
14760,58
14764,58
14767,58
14770,58
14771,58
14837,59
14838,59
14841,59
14842,59
14843,59
14844,59
14847,59
14848,59
14849,59
14852,59
14853,59
14855,59
14858,59
14860,59
14861,59
14862,59
14866,59
14870,59
14881,59
14884,59
14885,59
14888,59
14889,59
14890,59
14891,59
14892,59
14894,59
14895,59
14899,59
14901,59
14903,59
14904,59
14906,59
14907,59
14908,59
14909,59
14910,59
14911,59
14912,59
14913,59
14915,59
15148,60
15149,60
15151,60
15152,60
15154,60
15155,60
15156,60
15157,60
15159,60
15160,60
15161,60
15162,60
15164,60
15166,60
15167,60
15168,60
15170,60
15171,60
15172,60
15173,60
15174,60
15176,60
15177,60
16567,66
16569,66
16570,66
16571,66
16572,66
16574,66
16575,66
16576,66
16577,66
16578,66
16579,66
17146,68
17147,68
17148,68
17149,68
17151,68
17153,68
17156,68
17157,68
17159,68
17160,68
17162,68
18423,73
18424,73
18425,73
18426,73
18427,73
18428,73
18429,73
18430,73
18432,73
18433,73
18435,73
18440,73
18441,73
20253,80
20258,80
20260,80
