Index,Match
89198,347
89200,347
89201,347
89203,347
97111,377
97112,377
97113,377
97114,377
97115,377
97118,377
97119,377
97124,377
97125,377
97126,377
97127,377
97128,377
97132,377
97137,377
98714,383
98717,383
98721,383
98722,383
98723,383
98725,383
98726,383
98727,383
98728,383
103539,401
103541,401
103543,401
103544,401
103546,401
103547,401
103550,401
103552,401
103554,401
103556,401
103559,401
103563,401
103565,401
103567,401
103569,401
103571,401
103573,401
103575,401
103577,401
103579,401
103580,401
103581,401
103582,401
103583,401
103585,401
103587,401
103589,401
103590,401
103592,401
103593,401
103594,401
121008,469
121009,469
121010,469
121011,469
121012,469
121018,469
121019,469
126345,492
126346,492
126352,492
126353,492
126354,492
126355,492
126356,492
126358,492
126359,492
126360,492
126361,492
126362,492
126370,492
126371,492
126373,492
126375,492
126379,492
126380,492
126381,492
132012,513
132013,513
132014,513
132019,513
132020,513
132022,513
136348,530
136350,530
136352,530
136354,530
136355,530
136356,530
136357,530
136358,530
136359,530
136361,530
136363,530
149833,581
149834,581
